source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.15607/rss.2025.xxi.053,Physics-Driven Data Generation for Contact-Rich Manipulation via Trajectory Optimization,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.053,5,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.3390/s25061900,Redundancy-Based Motion Planning with Task Constraints for Robot Manipulators,2025,Sensors,10.3390/s25061900,5,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1109/hri61500.2025.10973945,Soft and Compliant Contact-Rich Hair Manipulation and Care,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10973945,5,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11128336,VITaL Pretraining: Visuo-Tactile Pretraining for Tactile and Non-Tactile Manipulation Policies,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128336,5,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1145/3610978.3640682,MOE-Hair: Toward Soft and Compliant Contact-rich Hair Manipulation and Care,2024,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3640682,5,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.15607/rss.2024.xx.135,Tactile-Driven Non-Prehensile Object Manipulation via Extrinsic Contact Mode Control,2024,Robotics: Science and Systems XX,10.15607/rss.2024.xx.135,5,tactile inference manipulation hidden state,contact;tactile;manipulation
Crossref,https://doi.org/10.1109/wacv56688.2023.00063,Mobile Robot Manipulation using Pure Object Detection,2023,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),10.1109/wacv56688.2023.00063,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.5220/0011010800003123,A BCI-controlled Robot Assistant for Navigation and Object Manipulation in a VR Smart Home Environment,2022,Proceedings of the 15th International Joint Conference on Biomedical Engineering Systems and Technologies,10.5220/0011010800003123,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.3389/frobt.2022.993359,Bayesian optimization with unknown constraints in graphical skill models for compliant manipulation tasks using an industrial robot,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.993359,5,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/icra46639.2022.9812274,Efficient and Robust Training of Dense Object Nets for Multi-Object Robot Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9812274,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/icarm54641.2022.9959551,Learning Latent Object-Centric Representations for Visual-Based Robot Manipulation,2022,2022 International Conference on Advanced Robotics and Mechatronics (ICARM),10.1109/icarm54641.2022.9959551,5,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00009-x,Robotic perception of object properties using tactile sensing,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00009-x,5,tactile inference manipulation hidden state,tactile
Crossref,https://doi.org/10.1109/ijcnn52387.2021.9534389,Graph-based Visual Manipulation Relationship Reasoning in Object-Stacking Scenes,2021,2021 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn52387.2021.9534389,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/ichms49158.2020.9209377,Human-Robot Interaction for Assisted Object Grasping by a Wearable Robotic Object Manipulation Aid for the Blind,2020,2020 IEEE International Conference on Human-Machine Systems (ICHMS),10.1109/ichms49158.2020.9209377,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/iros.2018.8593847,Interleaving Hierarchical Task Planning and Motion Constraint Testing for Dual-Arm Manipulation,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2018.8593847,5,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.15607/rss.2017.xiii.055,Optimal Shape and Motion Planning for Dynamic Planar Manipulation,2017,Robotics: Science and Systems XIII,10.15607/rss.2017.xiii.055,5,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/robio.2013.6739655,Improving object learning through manipulation and robot self-identification,2013,2013 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2013.6739655,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/urai.2013.6677503,Object manipulation using robot arm-hand system,2013,2013 10th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),10.1109/urai.2013.6677503,5,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1080/15265160903581759,"Dietary Choices, Health, and Freedom: Hidden Fats, Hidden Choices, Hidden Constraints",2010,The American Journal of Bioethics,10.1080/15265160903581759,5,hidden constraints robot manipulation,constraint;hidden
Crossref,https://doi.org/10.1108/01439910510573282,Fixture‐based industrial robot calibration for silicon wafer handling,2005,Industrial Robot: An International Journal,10.1108/01439910510573282,5,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1115/imece2003-41370,Fixture Design Methodology for Sheet Metal Assembly Using Computer Simulations,2003,Manufacturing,10.1115/imece2003-41370,5,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.3990/1.9789036553568,A geometric approach to robotic manipulation in physical human-robot interaction,,,10.3990/1.9789036553568,5,hidden constraints robot manipulation,manipulation;physical
Crossref,https://doi.org/10.1109/isatp.1995.518791,A path-space search algorithm for motion planning with uncertainties,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518791,5,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1101/755223,Interacting with volatile environments stabilizes hidden-state inference and its brain signatures,,,10.1101/755223,5,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/isatp.1995.518805,Motion planning in virtual prototyping: practical considerations,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518805,5,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1109/isatp.2003.1217208,Passing manipulation by 1 degree-of-freedom manipulator - catching manipulation of tossed object without impact,,"Proceedings of the IEEE International Symposium onAssembly and Task Planning, 2003.",10.1109/isatp.2003.1217208,5,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11127555,CaStL: Constraints as Specifications Through Llm Translation for Long-Horizon Task and Motion Planning,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127555,4,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1109/icra55743.2025.11127739,Cage: Causal Attention Enables Data-Efficient Generalizable Robotic Manipulation,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127739,4,causal physical reasoning robotics manipulation,manipulation;causal
Crossref,https://doi.org/10.1109/lra.2025.3560871,FoAR: Force-Aware Reactive Policy for Contact-Rich Robotic Manipulation,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3560871,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.15607/rss.2025.xxi.060,Robust Peg-in-Hole Assembly under Uncertainties via Compliant and Interactive Contact-Rich Manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.060,4,contact rich manipulation physical reasoning,contact;assembly;manipulation
Crossref,https://doi.org/10.1109/iros58592.2024.10802369,Combining Sampling- and Gradient-based Planning for Contact-rich Manipulation,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802369,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/humanoids58906.2024.10769591,Explicit Contact Optimization in Whole-Body Contact-Rich Manipulation,2024,2024 IEEE-RAS 23rd International Conference on Humanoid Robots (Humanoids),10.1109/humanoids58906.2024.10769591,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1007/s10846-024-02132-0,Manipulation of a Complex Object Using Dual-Arm Robot with Mask R-CNN and Grasping Strategy,2024,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-024-02132-0,4,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/arso56563.2023.10187436,An Open Tele-Impedance Framework to Generate Data for Contact-Rich Tasks in Robotic Manipulation,2023,2023 IEEE International Conference on Advanced Robotics and Its Social Impacts (ARSO),10.1109/arso56563.2023.10187436,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/iros55552.2023.10341625,Augmentation Enables One-Shot Generalization in Learning from Demonstration for Contact-Rich Manipulation,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros55552.2023.10341625,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/icra48891.2023.10161453,Learning Tool Morphology for Contact-Rich Manipulation Tasks with Differentiable Simulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10161453,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/iros47612.2022.9981185,A Contact-Safe Reinforcement Learning Framework for Contact-Rich Robot Manipulation,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981185,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/cyber55403.2022.9907067,Cable Assembly Based on Robot Manipulation and Control,2022,"2022 12th International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)",10.1109/cyber55403.2022.9907067,4,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1007/s40313-022-00915-0,Manipulation Task Planning and Motion Control Using Task Relaxations,2022,"Journal of Control, Automation and Electrical Systems",10.1007/s40313-022-00915-0,4,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00010-6,Multimodal perception for dexterous manipulation,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00010-6,4,tactile inference manipulation hidden state,manipulation
Crossref,https://doi.org/10.1109/iros47612.2022.9981384,Optimizing Demonstrated Robot Manipulation Skills for Temporal Logic Constraints,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981384,4,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/iros47612.2022.9981498,Quasistatic contact-rich manipulation via linear complementarity quadratic programming,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981498,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/iros51168.2021.9636825,Binary Neural Network in Robotic Manipulation: Flexible Object Manipulation for Humanoid Robot Using Partially Binarized Auto-Encoder on FPGA,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636825,4,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/iros51168.2021.9636440,Seeing All the Angles: Learning Multiview Manipulation Policies for Contact-Rich Tasks from Demonstrations,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636440,4,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.3390/electronics10111275,Single Step 2-Port Device De-Embedding Algorithm for Fixture-DUT-Fixture Network Assembly,2021,Electronics,10.3390/electronics10111275,4,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1007/978-3-642-41610-1_176-1,Task and Motion Planning,2021,Encyclopedia of Robotics,10.1007/978-3-642-41610-1_176-1,4,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1007/978-3-030-28619-4_23,Accelerating Motion Planning for Learned Mobile Manipulation Tasks Using Task-Guided Gibbs Sampling,2020,Springer Proceedings in Advanced Robotics Robotics Research,10.1007/978-3-030-28619-4_23,4,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/ict-robot.2018.8549895,Software Framework for an Intelligent Mobile Manipulation Robot,2018,2018 International Conference on Information and Communication Technology Robotics (ICT-ROBOT),10.1109/ict-robot.2018.8549895,4,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1093/oxfordhb/9780199399550.013.5,Causal Models and Conditional Reasoning,2017,Oxford Handbooks Online,10.1093/oxfordhb/9780199399550.013.5,4,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/sai.2017.8252103,Robot manipulation of 3D cylindrical objects with a robot-mounted 2D vision camera,2017,2017 Computing Conference,10.1109/sai.2017.8252103,4,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1108/01439911311320886,A biped robot with 3T manipulation ability,2013,Industrial Robot: An International Journal,10.1108/01439911311320886,4,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/cdc.2013.6760008,Iterative optimal feedback control design under relaxed rigidity constraints for multi-robot cooperative manipulation,2013,52nd IEEE Conference on Decision and Control,10.1109/cdc.2013.6760008,4,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.2316/journal.206.2010.2.206-3308,HEAVY OBJECT MANIPULATION BY A HYBRID SERIAL-PARALLEL MOBILE ROBOT,2010,International Journal of Robotics and Automation,10.2316/journal.206.2010.2.206-3308,4,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1007/978-1-4471-1475-8_7,A Synthetic Reasoning Method Based on a Physical Phenomenon Knowledge Base,1996,AI System Support for Conceptual Design,10.1007/978-1-4471-1475-8_7,4,robot manipulation physical reasoning support relations,physical
Crossref,https://doi.org/10.1016/0031-3203(94)00091-y,Robot self-location using visual reasoning relative to a single target object,1995,Pattern Recognition,10.1016/0031-3203(94)00091-y,4,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1007/3-540-51683-2_39,Contact manipulation and geometric reasoning,1989,Lecture Notes in Computer Science Geometry and Robotics,10.1007/3-540-51683-2_39,4,causal physical reasoning robotics manipulation,contact;manipulation
Crossref,https://doi.org/10.1109/isatp.1995.518801,Motion planning for multiple moving objects,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518801,4,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1109/isatp.2001.928987,Planning of object motion by graspless manipulation using contact state transition graph,,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),10.1109/isatp.2001.928987,4,task motion planning manipulation constraints,contact;manipulation
Crossref,https://doi.org/10.31219/osf.io/r8h9p,The development of causal reasoning,,,10.31219/osf.io/r8h9p,4,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/tie.2024.3443965,Active Admittance Control With Iterative Learning for General-Purpose Contact-Rich Manipulation,2025,IEEE Transactions on Industrial Electronics,10.1109/tie.2024.3443965,3,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1145/3610978.3641091,A Humanoid Robot Platform for Efficient Gaze Interaction and Physical Manipulation,2024,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3641091,3,robot manipulation physical reasoning support relations,manipulation;physical
Crossref,https://doi.org/10.1103/physrevlett.132.044002,Manipulation of Contact Angle Hysteresis at Electrified Ionic Liquid-Solid Interfaces,2024,Physical Review Letters,10.1103/physrevlett.132.044002,3,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/case56687.2023.10260408,Estimating Virtual Fixture Parameters in Digital Twin Environments for Robot Manipulation Tasks using Reinforcement Learning,2023,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),10.1109/case56687.2023.10260408,3,robot assembly fixture support manipulation,fixture;manipulation
Crossref,https://doi.org/10.24963/ijcai.2022/447,Cross-modal Representation Learning and Relation Reasoning for Bidirectional Adaptive Manipulation,2022,Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence,10.24963/ijcai.2022/447,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1111/evo.14406,Improving inference and avoiding overinterpretation of hidden‐state diversification models: Specialized plant breeding has no effect on diversification in frogs,2022,Evolution,10.1111/evo.14406,3,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/3m-nano56083.2022.9941703,Kinematic Calibration in Local Assembly Space of a Six-axis Industrial Robot for Precise Assembly,2022,"2022 IEEE International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale (3M-NANO)",10.1109/3m-nano56083.2022.9941703,3,robot assembly fixture support manipulation,assembly
Crossref,https://doi.org/10.1007/978-3-030-93290-9,Robot Dynamic Manipulation,2022,Springer Tracts in Advanced Robotics,10.1007/978-3-030-93290-9,3,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.3389/frobt.2022.1019523,Towards understanding and synthesis of contact-rich anthropomorphic motions through interactive cyber-physical human,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.1019523,3,contact rich manipulation physical reasoning,contact;physical
Crossref,https://doi.org/10.1109/icra48506.2021.9561212,Embodied Reasoning for Discovering Object Properties via Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561212,3,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1109/icra48506.2021.9560920,Interpretability in Contact-Rich Manipulation via Kinodynamic Images,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9560920,3,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/icra48506.2021.9561293,Simultaneous Precision Assembly of Multiple Objects through Coordinated Micro-robot Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9561293,3,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1109/icra.2019.8794119,Exploitation of Environment Support Contacts for Manipulation Effort Reduction of a Robot Arm,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/icra.2019.8794119,3,robot manipulation physical reasoning support relations,support;contact;manipulation
Crossref,https://doi.org/10.1108/ir-09-2018-0189,Human skill integrated motion planning of assembly manipulation for 6R industrial robot,2019,Industrial Robot: the international journal of robotics research and application,10.1108/ir-09-2018-0189,3,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1109/icinfa.2018.8812521,Constraints Analysis and Motion Planning for Coordinated Manipulation of a Dual-Arm Robot,2018,2018 IEEE International Conference on Information and Automation (ICIA),10.1109/icinfa.2018.8812521,3,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.23919/chicc.2018.8482556,Hand Pose Estimation for Robot Programming by Demonstration in Object Manipulation Tasks,2018,2018 37th Chinese Control Conference (CCC),10.23919/chicc.2018.8482556,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.15607/rss.2018.xiv.018,Handling implicit and explicit constraints in manipulation planning,2018,Robotics: Science and Systems XIV,10.15607/rss.2018.xiv.018,3,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.1109/roman.2018.8525761,Human-Robot Collaboration based on Dynamic Compensation: from Micro-manipulation to Macro-manipulation,2018,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),10.1109/roman.2018.8525761,3,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1093/oxfordhb/9780199399550.013.16,Cognitive Neuroscience of Causal Reasoning,2017,Oxford Handbooks Online,10.1093/oxfordhb/9780199399550.013.16,3,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.23919/eusipco.2017.8081640,Skill robot library: Intelligent path planning framework for object manipulation,2017,2017 25th European Signal Processing Conference (EUSIPCO),10.23919/eusipco.2017.8081640,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1093/oxfordhb/9780199399550.013.40,The Development of Causal Reasoning,2017,Oxford Handbooks Online,10.1093/oxfordhb/9780199399550.013.40,3,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.3901/jme.2015.07.136,Case Representation and Retrieval under a Case-based Reasoning System for Fixture Design,2015,Journal of Mechanical Engineering,10.3901/jme.2015.07.136,3,robot fixture reasoning assembly manipulation,fixture
Crossref,https://doi.org/10.3390/robotics4030253,Leveraging Qualitative Reasoning to Learning Manipulation Tasks,2015,Robotics,10.3390/robotics4030253,3,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1109/roman.2010.5598729,Detecting robot-directed speech by situated understanding in object manipulation tasks,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598729,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/isam.2009.5376970,Case study of a fixture-based reconfigurable assembly system,2009,2009 IEEE International Symposium on Assembly and Manufacturing,10.1109/isam.2009.5376970,3,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1115/1.2952819,Tool Feasibility Analysis for Fixture Assembly Planning,2008,Journal of Manufacturing Science and Engineering,10.1115/1.2952819,3,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1080/16864360.2005.10738345,An Object Ontology Using Form-Function Reasoning to Support Robot Context Understanding,2005,Computer-Aided Design and Applications,10.1080/16864360.2005.10738345,3,robot manipulation physical reasoning support relations,support
Crossref,https://doi.org/10.1049/cp:19940192,Optimal manipulation forces distribution for controlling an object motion in a four fingered robot hand (CybHand),1994,International Conference on Control '94,10.1049/cp:19940192,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50070-5,Causal reasoning about quantities,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50070-5,3,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/b978-1-4832-1447-4.50052-3,DIAGNOSIS VIA CAUSAL REASONING: PATHS OF INTERACTION AND THE LOCALITY PRINCIPLE,1990,Readings in Qualitative Reasoning About Physical Systems,10.1016/b978-1-4832-1447-4.50052-3,3,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/isatp.2001.928989,Finger motion planning of a multifingered manipulation with rolling contact,,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),10.1109/isatp.2001.928989,3,task motion planning manipulation constraints,contact;manipulation
Crossref,https://doi.org/10.1349/ddlp.367,Flexible object manipulation.,,,10.1349/ddlp.367,3,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1101/2024.05.17.594673,Hidden state inference requires abstract contextual representations in ventral hippocampus,,,10.1101/2024.05.17.594673,3,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1101/743260,Hippocampal Remapping as Hidden State Inference,,,10.1101/743260,3,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/iros.1993.583194,Intelligent fixture for automatic assembly by robot - basic theory of manipulation using RBSF mechanism,,Proceedings of 1993 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS '93),10.1109/iros.1993.583194,3,robot assembly fixture support manipulation,fixture;assembly;manipulation
Crossref,https://doi.org/10.1109/isatp.1997.615414,Practical motion planning with visual constraints,,Proceedings of the 1997 IEEE International Symposium on Assembly and Task Planning (ISATP'97) - Towards Flexible and Agile Assembly and Manufacturing -,10.1109/isatp.1997.615414,3,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.31274/rtd-20201118-79,Reducing RRT metric sensitivity for motion planning with differential constraints,,,10.31274/rtd-20201118-79,3,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1109/isatp.1995.518800,Simplified motion planning strategies in flexible manufacturing,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518800,3,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1101/2022.04.01.483303,Trait anxiety is associated with hidden state inference during aversive reversal learning,,,10.1101/2022.04.01.483303,3,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/lra.2025.3629984,A Hierarchical Vision-Language and Reinforcement Learning Framework for Robotic Task and Motion Planning in Collaborative Manipulation,2026,IEEE Robotics and Automation Letters,10.1109/lra.2025.3629984,2,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1177/02783649251398875,Dexterous contact-rich manipulation via the contact trust region,2026,The International Journal of Robotics Research,10.1177/02783649251398875,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1007/s10846-026-02362-4,Probabilistic Human Intent Prediction for Mobile Manipulation: An Evaluation with Human-Inspired Constraints,2026,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-026-02362-4,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3592060,Collision-Inclusive Manipulation Planning for Occluded Object Grasping via Compliant Robot Motions,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3592060,2,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/hri61500.2025.10973989,Communicating Physical Properties Through Robot Object Manipulation,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10973989,2,object relation reasoning robot manipulation,manipulation;physical
Crossref,https://doi.org/10.1109/lra.2025.3541911,Dual-Arm Fabric Manipulation Learning With Grasp Pose Constraints,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3541911,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3548506,Full Body Motion Control for Aerial Manipulation Based on Critical Dynamic Constraints,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3548506,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11127667,Hierarchical Contact-Rich Trajectory Optimization for Multi-Modal Manipulation Using Tight Convex Relaxations,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127667,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/iccv51701.2025.01837,Moto: Latent Motion Token as the Bridging Language for Learning Robot Manipulation from Videos,2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51701.2025.01837,2,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/lra.2025.3557752,Multi-Finger Manipulation via Trajectory Optimization With Differentiable Rolling and Geometric Constraints,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3557752,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/iros60139.2025.11247714,RoboDexVLM: Visual Language Model-Enabled Task Planning and Motion Control for Dexterous Robot Manipulation,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247714,2,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/tro.2025.3554380,Simultaneous Trajectory Optimization and Contact Selection for Contact-Rich Manipulation With High-Fidelity Geometry,2025,IEEE Transactions on Robotics,10.1109/tro.2025.3554380,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/iros58592.2024.10801976,A Contact Model based on Denoising Diffusion to Learn Variable Impedance Control for Contact-rich Manipulation,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801976,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/case59546.2024.10711706,Accelerating Virtual Fixture Estimation for Robot Manipulation using Reinforcement Learning and Human Demonstrations,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),10.1109/case59546.2024.10711706,2,robot assembly fixture support manipulation,fixture;manipulation
